,person_id,player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
0,79299,Clifton McNeeley,1947,1,1,1,Draft,1610610031,Pittsburgh,Ironmen,PIT,Texas-El Paso,College/University,0
1,78109,Glen Selbo,1947,1,2,2,Draft,1610610035,Toronto,Huskies,HUS,Wisconsin,College/University,1
2,76649,Eddie Ehlers,1947,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Purdue,College/University,1
3,79302,Walt Dropo,1947,1,4,4,Draft,1610610032,Providence,Steamrollers,PRO,Connecticut,College/University,0
4,77048,Dick Holub,1947,1,5,5,Draft,1610612752,New York,Knicks,NYK,Long Island-Brooklyn,College/University,1
5,76479,Francis Crossin,1947,1,6,6,Draft,1610612744,Philadelphia,Warriors,PHW,Pennsylvania,College/University,1
6,79311,Jack Underman,1947,1,7,7,Draft,1610610034,St. Louis,Bombers,BOM,Ohio State,College/University,0
7,77088,Paul Huston,1947,1,8,8,Draft,1610610025,Chicago,Stags,CHS,Ohio State,College/University,1
8,77752,Dick O'Keefe,1947,1,9,9,Draft,1610610036,Washington,Capitols,WAS,Santa Clara,College/University,1
9,79321,Larry Killick,1947,1,10,10,Draft,1610610024,Baltimore,Bullets,BAL,Vermont,College/University,0
10,79314,Wimpy Quinn,1947,0,0,0,Draft,1610610035,Toronto,Huskies,HUS,Oregon,College/University,0
11,79315,Bill Burke,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,St. Mary's (MD),College/University,0
12,79316,Abel Rodriguez,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,San Francisco,College/University,0
13,79317,Robert Bolyard,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Toledo,College/University,0
14,79318,Scotty Hamilton,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,West Virginia,College/University,0
15,79319,Hugh Hampton,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,High Point,College/University,0
16,79320,Bob Jake,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Vermont,College/University,0
17,79322,Charles Raynor,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Houston,College/University,0
18,79323,John Rusinko,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Penn State,College/University,0
19,78070,Ben Schadler,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Northwestern,College/University,1
20,78185,Donald Smith,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Minnesota,College/University,1
21,78275,Gene Stump,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,DePaul,College/University,1
22,77452,John Mandic,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Oregon State,College/University,1
23,77462,Saul Mariaschin,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Harvard,College/University,1
24,77613,Wat Misaka,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,Utah,College/University,1
25,77684,Fred Nagy,1947,0,0,0,Draft,1610610031,Pittsburgh,Ironmen,PIT,Akron,College/University,1
26,77686,Paul Napolitano,1947,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,San Francisco,College/University,1
27,78344,Jack Tingle,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Kentucky,College/University,1
28,78402,Gene Vance,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Illinois,College/University,1
29,77853,Andy Phillip,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Illinois,College/University,1
30,77867,Jim Pollard,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Stanford,College/University,1
31,77938,Joseph Reiser,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,New York University,College/University,1
32,77999,Red Rocha,1947,0,0,0,Draft,1610610035,Toronto,Huskies,HUS,Oregon State,College/University,1
33,78023,Irv Rothenberg,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Long Island-Brooklyn,College/University,1
34,76407,Paul Cloyd,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Wisconsin,College/University,1
35,76507,Jimmy Darden,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Denver,College/University,1
36,76615,Andy Duncan,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,William & Mary,College/University,1
37,76689,Johnny Ezersky,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Rhode Island,College/University,1
38,76769,Elmer R. Gainer,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,DePaul,College/University,1
39,76773,Harry Gallatin,1947,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Truman State,College/University,1
40,79313,Frank Broyles,1947,0,0,0,Draft,1610610035,Toronto,Huskies,HUS,Georgia Tech,College/University,0
41,79312,Herb Wilkinson,1947,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Iowa,College/University,0
42,77036,"Bear, The Body Hoffman",1947,0,0,0,Draft,1610610035,Toronto,Huskies,HUS,Purdue,College/University,1
43,77072,Bob Hubbard,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Springfield,College/University,1
44,78650,Matt Zunic,1947,0,0,0,Draft,1610610036,Washington,Capitols,WAS,George Washington,College/University,1
45,79278,Bob Alemeida,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,,,0
46,79279,George Felt,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Northwestern,College/University,0
47,79280,John Kelly,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Notre Dame,College/University,0
48,79281,George Petrovick,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,,,0
49,79282,Ralph Bishop,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Washington,College/University,0
50,79283,Hank Decker,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,West Texas A&M,College/University,0
51,79284,Jack Stone,1947,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Kansas State,College/University,0
52,79285,Ray Evans,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,Kansas,College/University,0
53,79286,Ed Golub,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,,,0
54,79287,Garland Head,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,Texas Tech,College/University,0
55,79288,Ron Livingston,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,St. Mary's (CA),College/University,0
56,79289,Dan Miller,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,Saint Louis,College/University,0
57,79290,Carl Reichert,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,Findlay,College/University,0
58,79291,Tom Tomlinson,1947,0,0,0,Draft,1610612752,New York,Knicks,NYK,Southern Methodist,College/University,0
59,79292,Norman Butz,1947,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Saint Joseph's,College/University,0
60,79293,Jim Kaeding,1947,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,York (PA),College/University,0
61,79294,Ed Koffenberger,1947,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Duke,College/University,0
62,79295,Bob Alamo,1947,0,0,0,Draft,1610610031,Pittsburgh,Ironmen,PIT,Santa Clara,College/University,0
63,79296,George Brown,1947,0,0,0,Draft,1610610031,Pittsburgh,Ironmen,PIT,,,0
64,79297,Dick Ives,1947,0,0,0,Draft,1610610031,Pittsburgh,Ironmen,PIT,Iowa,College/University,0
65,79298,Herman Knoche,1947,0,0,0,Draft,1610610031,Pittsburgh,Ironmen,PIT,Washington & Jefferson,College/University,0
66,79300,Jack Walton,1947,0,0,0,Draft,1610610031,Pittsburgh,Ironmen,PIT,DePaul,College/University,0
67,79301,Joe Barry,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,,,0
68,79303,Dick Furey,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,St. Thomas (MN),College/University,0
69,79304,Bob Joyce,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Bates,College/University,0
70,79305,Roy Lipscomb,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,St. Mary's (MD),College/University,0
71,79306,John Mills,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Hofstra,College/University,0
72,79307,Al Nichols,1947,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Rhode Island,College/University,0
73,79308,Jack Knopf,1947,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Louisville,College/University,0
74,79309,Bob Kurland,1947,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Oklahoma State,College/University,0
75,79310,Bill Strannigan,1947,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Wyoming,College/University,0
76,77014,Jack Hewson,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Temple,College/University,1
77,76161,Hank Biasatti,1947,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Long Island-Brooklyn,College/University,1
78,78353,Andy Tonkovich,1948,1,1,1,Draft,1610610032,Providence,Steamrollers,PRO,Marshall,College/University,1
79,79374,George Kok,1948,1,2,2,Draft,1610610029,Indianapolis,Jets,JET,Arkansas,College/University,0
80,79327,George Hauptfuhrer,1948,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Harvard,College/University,0
81,78076,Dolph Schayes,1948,1,4,4,Draft,1610612752,New York,Knicks,NYK,New York University,College/University,1
82,77590,Ed Mikan,1948,1,5,5,Draft,1610610025,Chicago,Stags,CHS,DePaul,College/University,1
83,76298,Walter Budko,1948,1,6,6,Draft,1610610024,Baltimore,Bullets,BAL,Columbia,College/University,1
84,79351,Robert Gale,1948,1,7,7,Draft,1610610034,St. Louis,Bombers,BOM,Cornell,College/University,0
85,78573,Ward Williams,1948,1,8,8,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Indiana,College/University,1
86,79378,Chuck Hanger,1948,1,9,9,Draft,1610612747,Minneapolis,Lakers,MNL,California,College/University,0
87,78453,Bobby Wanzer,1948,1,10,10,Draft,1610612758,Rochester,Royals,ROC,Seton Hall,College/University,1
88,77918,Don Ray,1948,1,11,11,Draft,1610612744,Philadelphia,Warriors,PHW,Western Kentucky,College/University,1
89,77713,Jack Nichols,1948,1,12,12,Draft,1610610036,Washington,Capitols,WAS,Washington,College/University,1
90,79381,Junior Skogland,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Gustavus Adolphus,College/University,0
91,79382,Quentin Stinson,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Southern Illinois,College/University,0
92,79380,Bob Lowther,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Louisiana State,College/University,0
93,79383,Alex Athas,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Tulane,College/University,0
94,79384,Ed Keim,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Niagara,College/University,0
95,79379,Ken Jastrow,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Denver,College/University,0
96,79377,Cliff Crandall,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Oregon State,College/University,0
97,79386,Hank O'Keefe,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Canisius,College/University,0
98,79387,Warren Stickel,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Syracuse,College/University,0
99,79388,Paul Yesavi,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Niagara,College/University,0
100,77529,Mel McGaha,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,Arkansas,College/University,1
101,79376,Jack Phoenix,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,Idaho,College/University,0
102,77616,Murray Mitchell,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Sam Houston State,College/University,1
103,77769,Johnny Orr,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Beloit,College/University,1
104,79375,Bob Paxton,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,North Carolina,College/University,0
105,77797,Estes Parham,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Texas Wesleyan,College/University,1
106,77801,Jack Parkinson,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Kentucky,College/University,1
107,77841,Ed Peterson,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,Cornell,College/University,1
108,77889,Roy Pugh,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Southern Methodist,College/University,1
109,79385,Lionel Melamed,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,City College of New York,College/University,0
110,77968,Goebel Ritter,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,Eastern Kentucky,College/University,1
111,78012,Kenny Rollins,1948,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Kentucky,College/University,1
112,76937,Alex Hannum,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,Southern California,College/University,1
113,76974,Marshall Hawkins,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Tennessee,College/University,1
114,77041,Joe Holland,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Kentucky,College/University,1
115,77217,Edwin Kachan,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,DePaul,College/University,1
116,77226,Leo Katkaveck,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,North Carolina State,College/University,1
117,77238,Tom Kelly,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,New York University,College/University,1
118,77303,Andy Kostecka,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,Georgetown,College/University,1
119,77309,Dan Kraus,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Georgetown,College/University,1
120,77310,Herb Krautblatt,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Rider,College/University,1
121,77317,Leo Kubiak,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Bowling Green,College/University,1
122,77425,Ray Lumpp,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,New York University,College/University,1
123,77436,Johnny Macknowski,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Seton Hall,College/University,1
124,76306,Jack Burmaster,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Illinois,College/University,1
125,76359,Jake Carter,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Texas A&M-Commerce,College/University,1
126,76414,Jack Coleman,1948,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Louisville,College/University,1
127,76438,Bobby Cook,1948,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Wisconsin,College/University,1
128,76571,John Dillon,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,North Carolina,College/University,1
129,76711,Arnie Ferrin,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Utah,College/University,1
130,76768,Billy Gabor,1948,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Syracuse,College/University,1
131,76773,Harry Gallatin,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,Truman State,College/University,1
132,76778,Earl Gardner,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,DePauw,College/University,1
133,76808,Dee Gibson,1948,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Western Kentucky,College/University,1
134,76080,Johnny Bach,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Fordham,College/University,1
135,76155,Gene Berce,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,Marquette,College/University,1
136,79373,Norman Kohler,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,North Carolina,College/University,0
137,79372,Jack Coleman,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,Louisiana State,College/University,0
138,78141,Dick Shrider,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,Ohio,College/University,1
139,78225,Odie Spears,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Western Kentucky,College/University,1
140,78434,Brady Walker,1948,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Brigham Young,College/University,1
141,78483,Dick Wehr,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,Rice,College/University,1
142,78521,Murray Wier,1948,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Iowa,College/University,1
143,78525,D.C. Wilcutt,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University,1
144,79324,Norman Carey,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Oregon State,College/University,0
145,79325,Bob Curran,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,0
146,79326,Neil Dooley,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Colgate,College/University,0
147,79328,Jack Hauser,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Denver,College/University,0
148,79329,Guinn Phillips,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Texas Wesleyan,College/University,0
149,79330,Ray Wehde,1948,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Iowa State,College/University,0
150,79331,Mickey Marty,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Loras,College/University,0
151,79332,Ed Mills,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Wisconsin,College/University,0
152,79333,Don Reagan,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Murray State,College/University,0
153,79334,Joe Shafer,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Wheaton (IL),College/University,0
154,79335,Fred Weber,1948,0,0,0,Draft,1610610025,Chicago,Stags,CHS,Siena,College/University,0
155,79336,Leland Byrd,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,West Virginia,College/University,0
156,79337,Keith Grimes,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,East Central,College/University,0
157,79338,John Stanisch,1948,0,0,0,Draft,1610612752,New York,Knicks,NYK,California-Los Angeles,College/University,0
158,79339,William Brown,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Maryland,College/University,0
159,79340,Hugh Compton,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Louisville,College/University,0
160,79341,Joe Nelson,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Brigham Young,College/University,0
161,79342,Clint Pace,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Pepperdine,College/University,0
162,79343,Tom Short,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Kansas Wesleyan,College/University,0
163,79344,Joe Wahl,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Akron,College/University,0
164,79345,Andy Wolfe,1948,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,California,College/University,0
165,79346,A. L. Bennett,1948,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Oklahoma State,College/University,0
166,79347,Ed Faber,1948,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Trinity (TX),College/University,0
167,79348,Verl Heap,1948,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Arizona State,College/University,0
168,79349,Otto Snellbacher,1948,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Kansas,College/University,0
169,79350,Gordon Flick,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Drake,College/University,0
170,79352,John Hoppin,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Dickinson,College/University,0
171,79353,Dan London,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Washington (MO),College/University,0
172,79354,D. Miller,1948,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University,0
173,79355,Fred Bartell,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Oregon,College/University,0
174,79356,Ed Hughes,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,San Jose State,College/University,0
175,79357,Thorton Jenkins,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Missouri,College/University,0
176,79358,C.T. Parker,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Louisiana Tech,College/University,0
177,79359,Don Walker,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Sam Houston State,College/University,0
178,79360,Al Williams,1948,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Arkansas,College/University,0
179,79361,Jim Black,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Occidental,College/University,0
180,79362,Robert Carroll,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,West Virginia,College/University,0
181,79363,Marvin English,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Newberry,College/University,0
182,79364,Gene Fellmoth,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Wittenberg,College/University,0
183,79365,J. W. Fullerton,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Arkansas State,College/University,0
184,79366,Marshall Gemberling,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Lebanon Valley,College/University,0
185,79367,Vince Hansen,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Washington State,College/University,0
186,79368,Wayne Jones,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,American International,College/University,0
187,79369,Paul Marcincin,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Moravian,College/University,0
188,79370,Link Richmond,1948,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Arizona,College/University,0
189,79371,Reede Berg,1948,0,0,0,Draft,1610610029,Indianapolis,Jets,JET,Oregon,College/University,0
190,76270,Darrell Brown,1948,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Humboldt State,College/University,1
191,78124,Howie Shannon,1949,1,1,1,Draft,1610610032,Providence,Steamrollers,PRO,Kansas State,College/University,1
192,76897,Alex Groza,1949,1,2,2,Draft,1610610030,Indianapolis,Olympians,INO,Kentucky,College/University,1
193,76959,Bob Harris,1949,1,3,3,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Oklahoma State,College/University,1
194,77346,Tony Lavelli,1949,1,4,4,Draft,1610612738,Boston,Celtics,BOS,Yale,College/University,1
195,76779,Vern Gardner,1949,1,5,5,Draft,1610612744,Philadelphia,Warriors,PHW,Utah,College/University,1
196,77392,Ron Livingstone,1949,1,6,6,Draft,1610610024,Baltimore,Bullets,BAL,Wyoming,College/University,1
197,77537,Dick McGuire,1949,1,7,7,Draft,1610612752,New York,Knicks,NYK,St. John's (NY),College/University,1
198,77199,Wallace Jones,1949,1,8,8,Draft,1610610036,Washington,Capitols,WAS,Kentucky,College/University,1
199,77249,Jack Kerris,1949,1,9,9,Draft,1610610025,Chicago,Stags,CHS,Loyola-Chicago,College/University,1
200,78063,Frank Saul,1949,1,10,10,Draft,1610612758,Rochester,Royals,ROC,Seton Hall,College/University,1
201,79406,Jack Davidson,1949,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Stanford,College/University,0
202,79407,Bob Retherford,1949,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Nebraska,College/University,0
203,79408,Eddie Van Zant,1949,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Northwestern Oklahoma State,College/University,0
204,79409,Preston Ward,1949,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Missouri State,College/University,0
205,79410,Maynard Haitcock,1949,0,0,0,Draft,1610610036,Washington,Capitols,WAS,George Washington,College/University,0
206,79411,Jim Lacy,1949,0,0,0,Draft,1610610036,Washington,Capitols,WAS,Loyola-Maryland,College/University,0
207,79412,Jim Owens,1949,2,0,0,Draft,1610610036,Washington,Capitols,WAS,Baylor,College/University,0
208,79413,Bill Evans,1949,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Drake,College/University,0
209,79414,Tom Gallagher,1949,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,St. Francis Brooklyn,College/University,0
210,79415,Jim McMullen,1949,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Xavier,College/University,0
211,79416,Eppa Rixey,1949,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Kenyon,College/University,0
212,79417,Roger Wiley,1949,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Oregon,College/University,0
213,79418,Bill Zipple,1949,0,0,0,Draft,1610610024,Baltimore,Bullets,BAL,Lafayette,College/University,0
214,79419,Dal Zuber,1949,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Toledo,College/University,0
215,79420,Charlie Maas,1949,0,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Butler,College/University,0
216,79421,Jim O'Halloran,1949,0,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Notre Dame,College/University,0
217,79422,J.L. Parks,1949,0,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Oklahoma State,College/University,0
218,78033,Bob Royer,1949,8,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Indiana State,College/University,1
219,76962,Bob Harrison,1949,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Michigan,College/University,1
220,77218,George Kaftan,1949,2,0,0,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,1
221,77285,Duane Klueh,1949,8,0,0,Draft,1610612738,Boston,Celtics,BOS,Indiana State,College/University,1
222,77366,Ed Leede,1949,3,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Dartmouth,College/University,1
223,76414,Jack Coleman,1949,2,0,0,Draft,1610612758,Rochester,Royals,ROC,Louisville,College/University,1
224,76452,Ray Corley,1949,5,0,0,Draft,1610610032,Providence,Steamrollers,PRO,Georgetown,College/University,1
225,76580,Earl Dodd,1949,5,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Truman State,College/University,1
226,76585,Harry Donovan,1949,2,0,0,Draft,1610612752,New York,Knicks,NYK,Muhlenberg,College/University,1
227,76636,Thomas Eddleman,1949,3,0,0,Draft,1610610025,Chicago,Stags,CHS,Illinois,College/University,1
228,76687,Bob Evans,1949,4,0,0,Draft,1610610030,Indianapolis,Olympians,INO,Butler,College/University,1
229,79405,Joe Crandall,1949,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Oregon State,College/University,0
230,79404,Jack Theolan,1949,0,0,0,Draft,1610610032,Providence,Steamrollers,PRO,DePaul,College/University,0
231,78074,Marv Schatzman,1949,0,0,0,Draft,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University,1
232,78075,Fred Schaus,1949,3,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,West Virginia,College/University,1
233,78405,Ernie Vandeweghe,1949,3,0,0,Draft,1610612752,New York,Knicks,NYK,Colgate,College/University,1
234,78447,Paul Walther,1949,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Tennessee,College/University,1
235,77429,Ed Macauley,1949,0,0,0,Territorial,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University,1
236,77593,Vern Mikkelsen,1949,0,0,0,Territorial,1610612747,Minneapolis,Lakers,MNL,Hamline,College/University,1
237,77659,Joe Mullaney,1949,3,0,0,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,1
238,77683,Jerry Nagel,1949,4,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Loyola-Chicago,College/University,1
239,77724,Jim Nolan,1949,2,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Georgia Tech,College/University,1
240,77758,Johnny Oldham,1949,2,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Western Kentucky,College/University,1
